Index,canonical_smiles,True label,skin_toxicity,skin_toxicity_note,carcinogenicity,carcinogenicity_note,XGB_ECFP_prob,XGB_MACCS_prob,XGB_RDKIT_prob,BiLSTM_ECFP_prob,BiLSTM_MACCS_prob,BiLSTM_RDKIT_prob,sa_score,pass_ml,Predicted label,pass_toxicity,pass_sa_2,select_for_docking_sa2
10127,O=C(NCc1ccccn1)C(C(=O)c1ccc(F)cc1)n1ccccc1=O,0,"Non-corrosive, Non-irritant, Non-sensitizer",0,non-carcinogen,0,0.220383108,0.368651003,0.043636475,0.796790659,0.729702592,0.172784939,2.726530731,no,0,yes,no,no
3729,C[C@H]1CCC/C=C/[C@@H]2C[C@H](O)C[C@H]2[C@H](O)/C=C/C(=O)O1,1,"Non-corrosive, Non-irritant, Non-sensitizer",0,non-carcinogen,0,0.932027042,0.996093929,0.995151281,0.99999994,1,0.999998927,4.803278015,yes,1,yes,no,no
5295,CCNNC(=O)c1ccc(Cn2c3c(c4ccccc42)CCCC3)cc1,1,"Non-corrosive, Non-irritant, Sensitizer",1,non-carcinogen,0,0.852527142,0.908901989,0.963629723,0.999999225,0.98104465,0.787387908,2.262408639,yes,1,no,no,no
2393,O=[N+]([O-])c1ccc(Oc2ccc(F)cc2)c2ccncc12,1,"Non-corrosive, Irritant, Sensitizer",1,non-carcinogen,0,0.781835377,0.7631405,0.975078285,0.999925315,0.184629813,0.999915302,2.012715928,no,0,no,no,no
2394,O=[N+]([O-])c1ccc(Oc2ccc(F)cc2Br)c2ccncc12,1,"Non-corrosive, Irritant, Sensitizer",1,non-carcinogen,0,0.891249061,0.946162879,0.984829605,0.999998093,0.270078361,0.999991715,2.222857352,no,0,no,no,no
15460,O=S1(=O)C=C(N2CCCCC2)c2ccccc21,0,"Non-corrosive, Non-irritant, Sensitizer",1,non-carcinogen,0,0.193776861,0.239124343,0.120932311,0.000397769,0.554290116,0.824800789,2.65528228,no,0,no,no,no
4899,CCn1c(-c2ccc(-c3ccccc3)cc2)c[nH]c1=S,1,"Non-corrosive, Non-irritant, Non-sensitizer",0,carcinogen,1,0.541079938,0.832079828,0.893043637,0.994775891,0.981846094,0.974546134,2.152122161,yes,1,no,no,no
8855,Cc1cc(C)n2nc(C(=O)N3CCOCC3)nc2n1,0,"Non-corrosive, Non-irritant, Sensitizer",1,carcinogen,1,0.207831681,0.068082199,0.013931413,0.000560227,0.103121936,0.002666972,2.386930995,no,0,no,no,no
10498,CCOc1ccc2[nH]c(=O)c(CN(Cc3ccc(C)cc3)C(=O)N3CCCC3)cc2c1,0,"Non-corrosive, Non-irritant, Non-sensitizer",0,non-carcinogen,0,0.073272534,0.221138969,0.027483998,6.57E-07,0.113853015,0.020577472,2.287255994,no,0,yes,no,no
2400,O=C(Nc1ccc2oc(-c3ccc4ccccc4c3)nc2c1)c1cccs1,1,"Non-corrosive, Non-irritant, Sensitizer",1,non-carcinogen,0,0.732901275,0.645869255,0.824099362,0.223142952,0.310762763,0.037027646,2.056986346,no,0,no,no,no
7166,C=C1CCC[C@]2(C)Cc3occ(C)c3C[C@@H]12,1,"Non-corrosive, Non-irritant, Sensitizer",1,carcinogen,1,0.800890267,0.977360368,0.941299736,0.999577105,0.999999285,0.998471379,4.082159443,yes,1,no,no,no
181,O=C(COc1ccccc1Cl)NCc1ccco1,1,"Non-corrosive, Non-irritant, Sensitizer",1,non-carcinogen,0,0.334521741,0.275301695,0.560345888,0.000923672,0.020575354,0.000626132,1.746976373,no,0,no,yes,no
8753,O=C(COc1ccc(Cl)cc1Cl)NCc1ccco1,0,"Non-corrosive, Non-irritant, Sensitizer",1,non-carcinogen,0,0.230266944,0.275301695,0.286924928,3.67E-05,0.020575354,0.000601227,1.826692533,no,0,no,yes,no
11521,COc1ccccc1OCC(=O)NCc1ccco1,0,"Non-corrosive, Non-irritant, Non-sensitizer",0,non-carcinogen,0,0.163252413,0.140187353,0.178031296,0.000768907,0.051764585,0.000751115,1.70041202,no,0,yes,yes,no
12110,CCC(C)NS(=O)(=O)c1ccc(OCC(=O)NCc2ccco2)cc1,0,"Non-corrosive, Non-irritant, Sensitizer",1,non-carcinogen,0,0.131461531,0.222273752,0.162871167,0.000342178,0.103381768,0.035135351,2.476769252,no,0,no,no,no
10571,COc1ccccc1NC(=O)c1cc2n(n1)C(C(F)(F)F)CC(c1ccc3c(c1)OCO3)N2,0,"Non-corrosive, Non-irritant, Non-sensitizer",0,non-carcinogen,0,0.23473689,0.124414809,0.025312083,1.32E-06,0.056004208,0.021663595,3.637869657,no,0,yes,no,no
226,Cc1[nH]nc2c1C1(CCC(c3ccccc3)CC1)C(C#N)=C(N)O2,1,"Non-corrosive, Non-irritant, Non-sensitizer",0,non-carcinogen,0,0.406406403,0.397246629,0.783942342,0.98748076,0.010558894,0.010471606,3.368953935,no,0,yes,no,no
8745,CC(C)(C)NC(=O)CN(C(=O)C1CSC(=O)C1)c1ccc2c(c1)OCCO2,0,"Non-corrosive, Non-irritant, Sensitizer",1,non-carcinogen,0,0.121886656,0.051907279,0.032368332,0.000153331,0.003772547,0.007130916,3.272125033,no,0,no,no,no
11460,Nc1cccc(C(=O)Nc2ccco2)c1,0,"Non-corrosive, Non-irritant, Non-sensitizer",0,carcinogen,1,0.338404298,0.346110433,0.200363666,0.999892533,0.155249044,0.979823291,2.108694121,no,0,no,no,no
13521,O=C(CSc1ncn[nH]1)Nc1ccc(Br)cc1F,0,"Non-corrosive, Non-irritant, Sensitizer",1,carcinogen,1,0.19719398,0.146441489,0.12208081,0.00060784,0.1119994,0.000167157,2.213389182,no,0,no,no,no
2826,C=CCN1C(=O)/C(=C/c2ccc(OC(C)=O)c(OCC)c2[N+](=O)[O-])SC1=S,1,"Non-corrosive, Non-irritant, Sensitizer",1,non-carcinogen,0,0.904348969,0.953409076,0.987766266,0.999999404,0.984803498,0.999937475,2.797240187,yes,1,no,no,no
3883,COc1ccc(/C=C2/SC(=S)N(CCC(=O)O)C2=O)cc1,1,"Non-corrosive, Non-irritant, Sensitizer",1,non-carcinogen,0,0.89168936,0.840842426,0.94704622,0.999970734,0.989879787,0.999780774,2.051994284,yes,1,no,no,no
14048,C/C(=C1/SC(=S)N(CCC(=O)O)C1=O)c1ccc(O)cc1,0,"Non-corrosive, Non-irritant, Sensitizer",1,carcinogen,1,0.440198898,0.662449539,0.265039951,0.999053657,0.99720031,0.999792933,2.488627426,no,0,no,no,no
15849,CC(=O)NN1C(=O)/C(=C\c2ccccc2)SC1=S,0,"Non-corrosive, Irritant, Sensitizer",1,non-carcinogen,0,0.845717609,0.851792455,0.211959958,0.999989092,0.999469697,0.999997854,2.258787734,no,0,no,no,no
7111,COC(=O)C[C@H]1[C@]2(C)C3=C(C)[C@H](C4=CC(=O)OC4O)C[C@H]3O[C@@H]2[C@@H]2OC[C@]3(C)[C@H](O)C[C@H](OC(=O)/C=C/c4ccccc4)[C@@]1(C)[C@@H]23,1,"Non-corrosive, Non-irritant, Non-sensitizer",0,non-carcinogen,0,0.982167006,0.998682559,0.999316216,0.999999821,0.999998629,0.999999404,5.57279268,yes,1,yes,no,no
582,c1ccc(C(=NNc2nc3ccccc3s2)c2ccccn2)cc1,1,"Non-corrosive, Irritant, Sensitizer",1,non-carcinogen,0,0.717761815,0.915063024,0.960897386,0.999999344,0.979884923,0.999835432,2.170232804,yes,1,no,no,no
15,CS(=O)(=O)N1CCc2cc(S(=O)(=O)NCCNS(=O)(=O)c3ccc4c(c3)CCN4S(C)(=O)=O)ccc21,1,"Non-corrosive, Non-irritant, Non-sensitizer",0,non-carcinogen,0,0.43690604,0.600241482,0.797491193,3.10E-05,0.091175638,0.005651906,2.738728852,no,0,yes,no,no
6262,Cc1cccc(C)c1-n1c(=O)c2cnc(Nc3ccc(OCCN(C)C)cc3)nc2n2c3ccccc3nc12,1,"Non-corrosive, Non-irritant, Non-sensitizer",0,non-carcinogen,0,0.935250342,0.73306793,0.989810467,0.999999583,0.800374627,0.994833171,2.701908584,yes,1,yes,no,no
6269,COc1cc(Nc2ncc3c(=O)n(-c4c(C)cccc4C)c4nc5ccccc5n4c3n2)cc(OC)c1OC,1,"Non-corrosive, Non-irritant, Non-sensitizer",0,non-carcinogen,0,0.9374125,0.686724782,0.991253316,0.999995112,0.728042126,0.999902189,2.730986208,yes,1,yes,no,no
4209,COc1ccc(NC(=S)N(CCN2CCOCC2)C2CCN(C(C)=O)CC2)cc1Cl,1,"Non-corrosive, Non-irritant, Non-sensitizer",0,non-carcinogen,0,0.551929653,0.576523423,0.904675782,6.80E-05,0.751238227,0.046603486,2.450583173,no,0,yes,no,no
5233,COc1ccc(/C=C2\SC(c3ccccc3Cl)=NC2=O)cc1,1,"Non-corrosive, Non-irritant, Non-sensitizer",0,non-carcinogen,0,0.826641321,0.855786741,0.963490844,0.999982238,0.815718591,0.992338121,2.165068412,yes,1,yes,no,no
5255,CCCOc1ccc(C2=NC(=O)/C(=C/c3ccc(OC)cc3)S2)cc1,1,"Non-corrosive, Non-irritant, Non-sensitizer",0,non-carcinogen,0,0.896163106,0.832758248,0.918056667,0.999977887,0.973302841,0.996985316,2.168695467,yes,1,yes,no,no
5439,COc1ccc(/C=C2\SC(c3ccc(OC)cc3)=NC2=O)cc1,1,"Non-corrosive, Non-irritant, Sensitizer",1,non-carcinogen,0,0.839371145,0.819922328,0.899365723,0.999990523,0.9788692,0.992360592,2.086518095,yes,1,no,no,no
5504,COc1ccc(C2=NC(=O)/C(=C/c3ccc(C)cc3)S2)cc1,1,"Non-corrosive, Non-irritant, Sensitizer",1,non-carcinogen,0,0.84461832,0.797069669,0.912805915,0.999938965,0.986095905,0.983027458,2.092101379,yes,1,no,no,no
5566,COc1ccc(C2=NC(=O)/C(=C/c3ccc(Cl)cc3)S2)cc1,1,"Non-corrosive, Non-irritant, Sensitizer",1,non-carcinogen,0,0.848901033,0.823500514,0.921109319,0.999987066,0.841630042,0.997587979,2.107606874,yes,1,no,no,no
5647,COc1ccc(/C=C2\SC(c3ccc(F)cc3)=NC2=O)cc1,1,"Non-corrosive, Non-irritant, Non-sensitizer",0,non-carcinogen,0,0.829269707,0.827490687,0.939200163,0.999937654,0.916146636,0.998143554,2.113281599,yes,1,yes,no,no
5686,COc1ccc(/C=C2\SC(c3cccc(Cl)c3)=NC2=O)cc1,1,"Non-corrosive, Non-irritant, Non-sensitizer",0,non-carcinogen,0,0.812980771,0.823500514,0.96513468,0.999945402,0.841630042,0.990875483,2.178424456,yes,1,yes,no,no
5687,CCCOc1ccc(/C=C2\SC(c3ccc(Cl)cc3)=NC2=O)cc1,1,"Non-corrosive, Non-irritant, Non-sensitizer",0,non-carcinogen,0,0.892767847,0.884930849,0.958819568,0.999991953,0.726926029,0.99838841,2.185880965,yes,1,yes,no,no
5688,COc1ccc(/C=C2\SC(c3ccc(Br)cc3)=NC2=O)cc1,1,"Non-corrosive, Non-irritant, Non-sensitizer",0,non-carcinogen,0,0.887994528,0.938364685,0.929564416,0.9999789,0.872329116,0.999139011,2.166558522,yes,1,yes,no,no
14613,COc1ccc(/C(C)=C2\SC(c3ccc(N)cc3)=NC2=O)cc1,0,"Non-corrosive, Non-irritant, Non-sensitizer",0,non-carcinogen,0,0.48555401,0.681273818,0.135788381,0.003670951,0.978666961,0.999016106,2.449324862,no,0,yes,no,no
14859,COc1ccc(/C=C2\SC(c3ccc(N)cc3)=NC2=O)cc1,0,"Non-corrosive, Non-irritant, Non-sensitizer",0,non-carcinogen,0,0.809984624,0.712464571,0.546320319,0.999987006,0.943114221,0.998444617,2.210615665,yes,1,yes,no,no
14882,CCC(=O)Nc1ccc(C2=NC(=O)/C(=C/c3ccc(OC)cc3)S2)cc1,0,"Non-corrosive, Non-irritant, Non-sensitizer",0,non-carcinogen,0,0.573497474,0.657648921,0.49898544,0.999979615,0.991795778,0.998170912,2.192277722,no,0,yes,no,no
1526,CC1(C)C(=O)C=C[C@@]2(C)C1C(=O)C(=O)[C@]1(C)C2CC[C@@]2(C)[C@H](c3ccoc3)C[C@H]3O[C@]321,1,"Non-corrosive, Non-irritant, Non-sensitizer",0,non-carcinogen,0,0.941680968,0.998707533,0.987645805,0.999999702,1,0.999863446,5.592755769,yes,1,yes,no,no
1543,CC(=O)O[C@@H]1C[C@@]2(C)[C@H](c3ccoc3)C[C@H]3O[C@]32[C@]2(C)C(=O)C(=O)C3C(C)(C)C(=O)C=C[C@]3(C)C12,1,"Non-corrosive, Non-irritant, Non-sensitizer",0,non-carcinogen,0,0.879719019,0.998197615,0.993066669,0.999999821,1,0.999791026,5.759796405,yes,1,yes,no,no
8774,O=c1sc2ccccc2n1CCOc1ccccc1,0,"Non-corrosive, Non-irritant, Non-sensitizer",0,carcinogen,1,0.24339667,0.463617623,0.04015626,0.00013955,0.717374682,0.003514266,1.823458834,no,0,no,yes,no
15652,COc1ccccc1OCCn1c(=O)sc2ccccc21,0,"Non-corrosive, Non-irritant, Non-sensitizer",0,carcinogen,1,0.209279403,0.420189857,0.017331276,0.000223044,0.264106721,0.00411502,1.896463545,no,0,no,yes,no
8643,COc1ccc(C(=O)Nc2ccc3c(c2)OCO3)cc1S(=O)(=O)N1CCOCC1,0,"Non-corrosive, Non-irritant, Non-sensitizer",0,non-carcinogen,0,0.153088227,0.447849125,0.066506855,6.57E-06,0.50708133,0.016905915,2.12257317,no,0,yes,no,no
9134,O=C(Nc1cccc2c1CCCC2)C1CCN(C(=O)NC2CCCCC2)CC1,0,"Non-corrosive, Non-irritant, Sensitizer",1,non-carcinogen,0,0.103594944,0.061712131,0.033153277,4.80E-05,0.069112785,0.024612404,2.189737188,no,0,no,no,no
12090,COc1ccc(OC)c(NC(=O)C(CC(=O)O)NCc2ccco2)c1,0,"Non-corrosive, Non-irritant, Sensitizer",1,non-carcinogen,0,0.282707661,0.10212718,0.018015163,0.999996841,0.079383746,0.002487714,2.538950351,no,0,no,no,no
2268,CCn1c(=O)cc(C(=O)OC)sc1=Nc1ccc(F)c(F)c1,1,"Non-corrosive, Non-irritant, Non-sensitizer",0,non-carcinogen,0,0.632452488,0.741498113,0.918284893,0.806938827,0.655676126,0.103821874,2.626807203,no,0,yes,no,no
2352,O=C(C#Cc1ccccc1)c1cccc([N+](=O)[O-])c1,1,"Non-corrosive, Non-irritant, Sensitizer",1,non-carcinogen,0,0.811251104,0.849466562,0.961033106,0.997219205,0.326367408,0.020083895,2.145348944,no,0,no,no,no
2375,O=C(C#Cc1cccc([N+](=O)[O-])c1)c1ccccc1,1,"Non-corrosive, Non-irritant, Sensitizer",1,non-carcinogen,0,0.895096302,0.849466562,0.924974859,0.999993622,0.326367408,0.006513184,2.184889969,no,0,no,no,no
3392,Nc1ccccc1C#CC(=O)c1ccccc1,1,"Non-corrosive, Non-irritant, Non-sensitizer",0,non-carcinogen,0,0.669535518,0.88560164,0.90639621,0.999971092,0.81913358,0.046849117,2.158211009,no,0,yes,no,no
10937,Cc1ccc(Cn2nnc3c(=O)[nH]c(C4CCN(C(=O)c5cccs5)CC4)nc32)cc1,0,"Non-corrosive, Non-irritant, Non-sensitizer",0,non-carcinogen,0,0.052659459,0.019497335,0.006525633,3.38E-07,0.057717998,0.02041035,2.610185242,no,0,yes,no,no
13422,CN(C(=O)COC(=O)COc1ccc(Cl)cc1)C1CCCCC1,0,"Non-corrosive, Non-irritant, Sensitizer",1,non-carcinogen,0,0.42801258,0.211408377,0.061925028,0.020944906,0.145967454,4.69E-06,1.976732199,no,0,no,yes,no
11628,CCN(CC)CCCN(Cc1cc2cc3c(cc2[nH]c1=O)OCO3)C(=O)Nc1ccccc1OC,0,"Non-corrosive, Non-irritant, Non-sensitizer",0,non-carcinogen,0,0.198416904,0.129019484,0.012470677,3.02E-06,0.02588512,0.006005821,2.574522678,no,0,yes,no,no
14114,CC(C)CC(C(=O)NC(C)(C)C)N(CC1CCCO1)C(=O)c1snc(C(N)=O)c1N,0,"Non-corrosive, Non-irritant, Sensitizer",1,non-carcinogen,0,0.108382113,0.071873829,0.071814626,0.002075905,0.040544152,0.675462186,3.627281155,no,0,no,no,no
1659,CCN(CC)c1ccc(C(=O)NC(=S)Nc2cc(S(=O)(=O)N3CCOCC3)ccc2-n2cncn2)cc1,1,"Non-corrosive, Non-irritant, Non-sensitizer",0,non-carcinogen,0,0.6173684,0.637819588,0.921691477,0.999811411,0.196499258,0.112839952,2.633837384,no,0,yes,no,no
5654,CNC(=O)c1cc(C(=O)NCCC2CCOCC2)cn(Cc2ccccc2)c1=O,1,"Non-corrosive, Non-irritant, Sensitizer",1,non-carcinogen,0,0.911033928,0.45683375,0.964561045,0.999774098,0.538394988,0.987391293,2.354643049,no,0,no,no,no
10015,COc1cc(NC(=O)C2CCN(S(=O)(=O)c3ccc(Cl)cc3)CC2)ccc1-n1cnnn1,0,"Non-corrosive, Non-irritant, Non-sensitizer",0,non-carcinogen,0,0.157237917,0.235191599,0.054671969,0.000492013,0.317944765,0.086790495,2.302405529,no,0,yes,no,no
2460,Cc1ccc(OC(=O)c2oc3ccc(F)cc3c2C)c(C)c1,1,"Non-corrosive, Non-irritant, Sensitizer",1,carcinogen,1,0.521371245,0.511416435,0.886321723,0.995783567,0.20887053,0.077324167,2.055802298,no,0,no,no,no
11251,O=C(O)c1cccc(S(=O)(=O)NCc2cccs2)c1,0,"Non-corrosive, Non-irritant, Non-sensitizer",0,non-carcinogen,0,0.379056066,0.138265371,0.074236825,0.062634937,0.114227019,0.032272447,1.900747057,no,0,yes,yes,no
3035,Cc1ccccc1NC(=O)COC(=O)c1ccc(S(C)(=O)=O)c([N+](=O)[O-])c1,1,"Non-corrosive, Non-irritant, Non-sensitizer",0,non-carcinogen,0,0.831627607,0.912923038,0.984242558,0.999997258,0.998975158,0.997178674,2.016899408,yes,1,yes,no,no
3067,CC(=O)c1cccc(NC(=O)COC(=O)c2ccc(S(C)(=O)=O)c([N+](=O)[O-])c2)c1,1,"Non-corrosive, Non-irritant, Non-sensitizer",0,non-carcinogen,0,0.890835047,0.931208849,0.987366676,0.999998629,0.998187065,0.993234396,2.124397466,yes,1,yes,no,no
1960,COc1ccc(N=C2NC(=O)/C(=C\c3ccco3)S2)cc1,1,"Non-corrosive, Non-irritant, Non-sensitizer",0,non-carcinogen,0,0.850081384,0.935735643,0.992846668,0.999988556,0.999171555,0.999996841,2.805667832,yes,1,yes,no,no
8816,CN1/C(=C/C(=O)C2CCC2)Sc2ccccc21,0,"Non-corrosive, Irritant, Sensitizer",1,carcinogen,1,0.469625056,0.119899087,0.044890113,7.37E-05,0.003337814,0.018491209,2.514934851,no,0,no,no,no
1832,Oc1ccc(Br)cc1C=Nc1ccc2c3c(cccc13)CC2,1,"Non-corrosive, Irritant, Sensitizer",1,non-carcinogen,0,0.978446245,0.954079211,0.974764168,0.999998033,0.999076068,0.999994874,2.483636819,yes,1,no,no,no
5933,CS(=O)(=O)c1ccc(-c2cc3c(cc2-c2ccc(F)cc2)OCO3)cc1,1,"Non-corrosive, Non-irritant, Sensitizer",1,non-carcinogen,0,0.764451087,0.866521358,0.960879505,0.999572933,0.966256797,0.972851217,2.050747577,yes,1,no,no,no
11313,CC1Cc2ccccc2N1C(=O)CSc1nnc2c(n1)[nH]c1ccccc12,0,"Non-corrosive, Non-irritant, Non-sensitizer",0,carcinogen,1,0.128743306,0.059516609,0.074516207,9.59E-07,0.037076801,0.035722081,2.903995927,no,0,no,no,no
8028,CC1=CC(=O)C[C@H](C)[C@@]12CC[C@H](C(C)(C)O)C2,1,"Non-corrosive, Non-irritant, Non-sensitizer",0,carcinogen,1,0.842116594,0.989672542,0.992785335,0.999208331,0.99999994,0.999870777,4.571308102,yes,1,no,no,no
7591,C=CC(C)(C)c1c(O)c2c(c3ccc(=O)oc13)OC(C)(C)C=C2,1,"Non-corrosive, Non-irritant, Sensitizer",1,non-carcinogen,0,0.967977941,0.981256664,0.99682802,0.999999702,0.999997795,0.999940753,3.382380716,yes,1,no,no,no
7584,OC/C=C/c1ccc(O)c(/C=C/[C@]23CCC(CO)=C[C@H]2c2cc(/C=C/CO)ccc2C[C@H]3O)c1,1,"Non-corrosive, Non-irritant, Non-sensitizer",0,non-carcinogen,0,0.949831843,0.944110394,0.979805768,0.999999881,1,0.999847114,4.567927282,yes,1,yes,no,no
12492,O=C(c1cccs1)N(CCO)Cc1cc2cc3c(cc2[nH]c1=O)OCCO3,0,"Non-corrosive, Non-irritant, Non-sensitizer",0,carcinogen,1,0.121081389,0.144267723,0.050642684,4.44E-06,0.093946151,0.008389529,2.544120045,no,0,no,no,no
4127,CCc1ccccc1NC(=S)N1N=CCC1c1ccccc1,1,"Non-corrosive, Non-irritant, Non-sensitizer",0,non-carcinogen,0,0.404771864,0.869639337,0.936646938,9.14E-06,0.541917086,0.598762929,2.833384601,no,0,yes,no,no
8707,Cc1nn(-c2ccccc2)c2sc(C(=O)N(CC(=O)NC(C)(C)C)Cc3ccco3)cc12,0,"Non-corrosive, Non-irritant, Non-sensitizer",0,carcinogen,1,0.200494707,0.126323238,0.028767634,0.000370751,0.024326032,0.009818533,2.558812512,no,0,no,no,no
11389,Cc1cccc(N2CCN(C(c3ccccc3)c3nnnn3CC3CCCO3)CC2)c1C,0,"Non-corrosive, Non-irritant, Sensitizer",1,non-carcinogen,0,0.039195679,0.019859107,0.009385371,4.65E-06,0.026463563,0.00760804,3.114703938,no,0,no,no,no
1047,C=CCc1cccc(C2Nc3ccccc3C(=O)N2O)c1O,1,"Non-corrosive, Non-irritant, Sensitizer",1,non-carcinogen,0,0.746093333,0.846788168,0.920592666,0.993717372,0.999287069,0.752797604,3.065734369,yes,1,no,no,no
12290,CCCN1C(=O)c2ccccc2NC1c1ccc(OC)cc1OC,0,"Non-corrosive, Non-irritant, Sensitizer",1,non-carcinogen,0,0.415387183,0.169357419,0.089713201,0.057611644,0.092986755,0.387042314,2.628014608,no,0,no,no,no
14241,CCOC(=O)c1c(C)c2c(n1C)CCC/C2=N\O,0,"Non-corrosive, Non-irritant, Sensitizer",1,non-carcinogen,0,0.227064893,0.112203822,0.089029871,0.999084115,0.015413883,0.096061051,2.849221077,no,0,no,no,no
9996,COC(=O)C1CCN(S(=O)(=O)Cc2ccccc2)CC1,0,"Non-corrosive, Non-irritant, Non-sensitizer",0,non-carcinogen,0,0.160857767,0.035288803,0.041007314,9.53E-05,0.048400335,0.001709916,1.898996565,no,0,yes,yes,no
4747,COc1c2occc2c(OC)c2c(=O)cc(C)oc12,1,"Non-corrosive, Non-irritant, Non-sensitizer",0,non-carcinogen,0,0.74616158,0.888945878,0.986731172,0.999953866,0.705551028,0.999617815,2.712941541,yes,1,yes,no,no
15692,O=C(CSc1nnc(-c2ccco2)n1CC1CCCO1)NC1CCCC1,0,"Non-corrosive, Non-irritant, Sensitizer",1,carcinogen,1,0.041610982,0.032087177,0.003485747,1.23E-07,0.017439436,0.003806597,2.832625867,no,0,no,no,no
4412,C=CCn1c(=O)/c(=C/c2ccc(O)cc2)s/c1=C(/C#N)c1nnc2n1CCCCC2,1,"Non-corrosive, Non-irritant, Non-sensitizer",0,non-carcinogen,0,0.570331991,0.61584872,0.941482186,0.99999702,0.020300491,0.216491342,3.05055668,no,0,yes,no,no
12051,Cc1cc(NC(=O)CCC(=O)N(c2ccc(F)cc2)C(C(=O)NC2CCCC2)c2ccncc2)no1,0,"Non-corrosive, Non-irritant, Non-sensitizer",0,non-carcinogen,0,0.111147761,0.096970722,0.033412933,7.32E-07,0.026556997,0.288632303,3.012711861,no,0,yes,no,no
8823,Cc1cc2cc(CN(Cc3cccs3)Cc3nnnn3CC3CCCO3)c(=O)[nH]c2cc1C,0,"Non-corrosive, Non-irritant, Non-sensitizer",0,carcinogen,1,0.043838542,0.020034051,0.021393606,1.94E-07,0.085476115,0.010165167,3.234951809,no,0,no,no,no
9066,Cc1ccc2cc(CN(Cc3cccs3)Cc3nnnn3CC3CCCO3)c(=O)[nH]c2c1,0,"Non-corrosive, Non-irritant, Non-sensitizer",0,carcinogen,1,0.027534798,0.018674579,0.019516552,1.55E-07,0.063027285,0.010648506,3.165359085,no,0,no,no,no
10654,Cc1cc(C)c2cc(CN(Cc3cccs3)Cc3nnnn3CC3CCCO3)c(=O)[nH]c2c1,0,"Non-corrosive, Non-irritant, Non-sensitizer",0,carcinogen,1,0.033411816,0.020034051,0.011734278,3.73E-06,0.085476115,0.009538046,3.236541232,no,0,no,no,no
12562,Cc1ccc2[nH]c(=O)c(CN(Cc3cccs3)Cc3nnnn3CC3CCCO3)cc2c1,0,"Non-corrosive, Non-irritant, Non-sensitizer",0,non-carcinogen,0,0.033746511,0.018674579,0.031675562,5.50E-07,0.063027285,0.028970813,3.164738954,no,0,yes,no,no
13926,O=C(CCc1ccc(-c2cccs2)cc1)N1CCCC1,0,"Non-corrosive, Non-irritant, Sensitizer",1,non-carcinogen,0,0.206052855,0.103616618,0.043983199,0.99874413,0.105957977,2.74E-05,1.814913449,no,0,no,yes,no
15381,CCOC(=O)C1=C(CSc2n[nH]c(N)n2)NC(=O)NC1C,0,"Non-corrosive, Non-irritant, Non-sensitizer",0,non-carcinogen,0,0.18293573,0.034459934,0.013515017,1.24E-05,0.014635447,0.003215726,3.261089132,no,0,yes,no,no
5484,O=C(N[C@H]1CNC1=O)OCCCCCc1ccccc1,1,"Non-corrosive, Irritant, Sensitizer",1,non-carcinogen,0,0.521951675,0.655692697,0.856009424,0.937278926,0.480401695,0.999187887,2.53079632,no,0,no,no,no
15696,O=C(NC(=S)Nc1nc(-c2ccc(Br)cc2)cs1)c1cccnc1,0,"Non-corrosive, Non-irritant, Sensitizer",1,non-carcinogen,0,0.526714563,0.773899138,0.141824901,0.999990344,0.99752754,0.941610336,2.131383306,no,0,no,no,no
1605,CCOC(=O)c1sc(NC(=O)c2cc(-c3ccc(C)cc3)nc3ccccc23)c(C#N)c1C,1,"Non-corrosive, Non-irritant, Non-sensitizer",0,non-carcinogen,0,0.671237886,0.713660836,0.913356721,0.857545137,0.965843439,0.992959023,2.290444023,yes,1,yes,no,no
3532,NC(=O)c1c(NC(=O)c2ccc([N+](=O)[O-])o2)sc2c1CCCC2,1,"Non-corrosive, Non-irritant, Non-sensitizer",0,carcinogen,1,0.870504498,0.985191047,0.926084638,0.999998271,0.999741793,0.530589104,2.436480158,yes,1,no,no,no
8601,Cc1c(NC(=O)c2cc(-c3ccc(F)cc3)nc3ccccc23)c(=O)n(-c2ccccc2)n1C,0,"Non-corrosive, Non-irritant, Non-sensitizer",0,non-carcinogen,0,0.580200016,0.739655256,0.214681447,0.81188488,0.909753084,0.863892257,2.199258333,no,0,yes,no,no
4800,O=C(Nc1ccc(F)cc1F)N1CCN(C/C=C/c2ccccc2)CC1,1,"Non-corrosive, Non-irritant, Sensitizer",1,non-carcinogen,0,0.551117778,0.7100209,0.875950634,0.999998689,0.811861157,0.908975124,2.062211643,yes,1,no,no,no
5938,CN1CCN(c2ccc(Nc3ncc4c(=O)c(C(N)=O)cn(C5CC6CCC5C6)c4n3)cc2)CC1,1,"Non-corrosive, Non-irritant, Sensitizer",1,non-carcinogen,0,0.938231289,0.971619368,0.974436462,0.999999642,0.950101614,0.968473196,4.311263876,yes,1,no,no,no
6312,Cc1cccc(C)c1-n1c(=O)c2cnc(Nc3ccc(OCCN4CCN(C)CC4)c(F)c3)nc2n2c3ccccc3nc12,1,"Non-corrosive, Non-irritant, Non-sensitizer",0,non-carcinogen,0,0.938739598,0.740803659,0.981376588,0.999891222,0.76571101,0.998648703,2.894862263,yes,1,yes,no,no
