core_id,core_note,R_pos,R_group_smiles,R_group_note,mean_shap,n,frac_pos
O=C1c2ccccc2CCc2cc(Nc3ccccc3)ccc21,Other/complex scaffold,R@5,*OCCC(O)CO,Other/complex group,0.8272847739608551,1,1.0
O=C1c2ccccc2CCc2cc(Nc3ccccc3)ccc21,Other/complex scaffold,R@3,*C,Methyl (-CH3),0.8269761334158829,1,1.0
O=S(=O)(NCCCNc1cc(-c2[nH]c(-c3ccccc3)nc2-c2ccccc2)ccn1)c1ccccc1,Other/complex scaffold,R@10,*F,Fluoro (-F),0.8269018007677005,2,1.0
O=C1C=C2CC[C@H]3[C@@H]4CCCC4CC[C@@H]3C2CC1,Other/complex scaffold,R@5,*CC(=O)OCC=O,Carboxyl (-COOH),0.8223886397026945,1,1.0
O=C(Nc1cccc(Nc2ccc3c(c2)CCCCC3=O)c1)c1ccccc1,Other/complex scaffold,R@6,*F,Fluoro (-F),0.8217168578188042,3,0.6666666666666666
O=S(=O)(NCCCNc1cc(-c2[nH]c(-c3ccccc3)nc2-c2ccccc2)ccn1)c1ccccc1,Other/complex scaffold,R@4,*Cl,Chloro (-Cl),0.8216720504888144,2,1.0
c1ccc(-c2ccccc2-c2ccccc2)cc1,Other/complex scaffold,R@3,*OC,Other/complex group,0.8211030846596259,2,1.0
O=C1c2ccccc2CCc2cc(Nc3ccccc3)ccc21,Other/complex scaffold,R@4,*OCCCO,Other/complex group,0.8205217487629852,1,1.0
O=C1C=C2CC[C@H]3[C@@H]4CCCC4CC[C@@H]3C2CC1,Other/complex scaffold,R@5,*CCCCC(=O)O,Carboxyl (-COOH),0.8202492347008956,1,1.0
O=C(Nc1ccnn1-c1ccccc1)N[C@H]1CC[C@@H](Oc2ccc3nnc(N4CCCCC4)n3c2)c2ccccc21,Other/complex scaffold,R@1,*CO,Other/complex group,0.8171184632374207,1,1.0
O=C(O[C@@H](Cc1cc[nH+]cc1)c1cccc(OCC2CC2)c1)c1cccc(OCC2CC2)c1,Other/complex scaffold,R@7,*OC(F)F,Other/complex group,0.8144012370466953,1,1.0
O=S(=O)(NCCCNc1cc(-c2[nH]c(-c3ccccc3)nc2-c2ccccc2)ccn1)c1ccccc1,Other/complex scaffold,R@10,*Cl,Chloro (-Cl),0.8127110992018061,2,1.0
O=C1c2ccccc2CCc2cc(Nc3ccccc3)ccc21,Other/complex scaffold,R@1,*C(F)(F)F,Trifluoromethyl (-CF3),0.807253426151874,1,1.0
O=C(c1ccccc1)c1cnc(Nc2ccccc2)s1,Other/complex scaffold,R@1,*O,Hydroxyl (-OH),0.8070769988044049,2,0.5
O=C(Nc1ccc(N2CCNCC2)cc1)c1ccco1,Other/complex scaffold,R@12,*CC,Other/complex group,0.8060537270503119,1,1.0
c1ccc(N[C@@H]2CCNc3ccc(-c4ccccc4)cc32)cc1,Other/complex scaffold,R@6,*CO,Other/complex group,0.8049384255518817,1,1.0
O=C1CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)[C@@H]2CCCN2C(=O)CNC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)CNC(=O)[C@H](Cc2ccccc2)NC(=O)CSCCN1,Other/complex scaffold,R@21,*F,Fluoro (-F),0.8043864131104783,1,1.0
c1ccc(Nc2ccnc(-c3cccs3)n2)cc1,Other/complex scaffold,R@0,*CC(=O)O,Carboxyl (-COOH),0.8040755258911564,7,1.0
c1ccc(Cc2cc3ccc4ccccc4c3[nH]2)cc1,Other/complex scaffold,R@6,*Cl,Chloro (-Cl),0.8039645116778047,2,1.0
O=c1c2ccccc2oc2ccccc12,Other/complex scaffold,R@1,*CO,Other/complex group,0.8039298840485571,1,1.0
O=C(Nc1ccccc1)c1ccccc1,Other/complex scaffold,R@8,*Cl,Chloro (-Cl),0.8037957870074024,2,0.5
C(=C1Nc2ccccc2S1)c1ccncn1,Other/complex scaffold,R@4,*Cl,Chloro (-Cl),0.80340756536134,3,1.0
O=C1N=C(c2ccccc2)S/C1=C\c1ccccc1,Other/complex scaffold,R@7,*Cl,Chloro (-Cl),0.8022936384440982,1,1.0
O=C(Nc1cccc(Nc2ccc3c(c2)CCc2ccccc2C3=O)c1)c1ccccc1,Other/complex scaffold,R@NONE,[H],No substituent,0.8022936242705327,1,1.0
O=C1CCc2ccc(Sc3ccccc3)cc21,Other/complex scaffold,R@5,*Cl,Chloro (-Cl),0.8022936170964385,1,1.0
c1ccc(-c2ccc(COC3CNC3)cc2)cc1,Other/complex scaffold,R@4,*F,Fluoro (-F),0.8022936134439078,1,1.0
O=C(Nc1cccc(Nc2ccc3c(c2)CCc2ccccc2C3=O)c1)c1ccccc1,Other/complex scaffold,R@5,*F,Fluoro (-F),0.802293557797384,1,1.0
O=C(Cc1ccccc1)Nc1ccc(Oc2ccccc2)cc1,Other/complex scaffold,R@4,*C,Methyl (-CH3),0.8009805989386223,1,1.0
c1ccc(N[C@@H]2CCNc3ccc(-c4ccccc4)cc32)cc1,Other/complex scaffold,R@15,*CC=O,Other/complex group,0.7984852189603605,11,0.9090909090909091
O=c1[nH]c(-c2ccccc2)nc2ccccc12,Other/complex scaffold,R@1,*Cl,Chloro (-Cl),0.7983760843435448,2,1.0
O=S(=O)(NCCNc1cc(-c2[nH]c(-c3ccccc3)nc2-c2ccccc2)ccn1)c1ccccc1,Other/complex scaffold,R@17,*Cl,Chloro (-Cl),0.7983760651677585,2,1.0
O=C1C=C(Nc2ccccc2)c2ccccc2C1=O,Other/complex scaffold,R@3,*N[SH](=O)=O,Other/complex group,0.7959585092430643,1,1.0
O=C(Cc1ccccc1)Nc1ccc(Oc2ccccc2)cc1,Other/complex scaffold,R@6,*CC(N)=O,Other/complex group,0.7959172897699318,1,1.0
O=C(Nc1ccccc1)C1CCN(S(=O)(=O)c2ccccc2)CC1,Other/complex scaffold,R@8,*CO,Other/complex group,0.7938793035546041,2,0.0
c1ccc(Oc2ccccc2)cc1,Other/complex scaffold,R@9,*C=O,Other/complex group,0.7929188077687286,1,1.0
O=C(Nc1nncs1)c1ccnc(S(=O)(=O)Cc2ccccc2)n1,Other/complex scaffold,R@10,*Cl,Chloro (-Cl),0.7926625493141315,11,0.9090909090909091
c1ccc(-n2ccc3ccccc32)cc1,Other/complex scaffold,R@9,*CCN(C)CC,Other/complex group,0.7912371865531895,1,1.0
O=C(NCCC(c1ccccc1)c1ccccc1)c1ccccc1,Other/complex scaffold,R@3,*F,Fluoro (-F),0.7901304992847145,2,1.0
N=c1ccn(Cc2ccccc2)c2ccccc12,Other/complex scaffold,R@7,*Cl,Chloro (-Cl),0.7877129458344522,3,0.3333333333333333
c1ccc(N[C@@H]2CCNc3ccc(-c4ccccc4)cc32)cc1,Other/complex scaffold,R@0,*F,Fluoro (-F),0.7856133010500344,1,1.0
c1ccc(-c2ccc(COC3CNC3)cc2)cc1,Other/complex scaffold,R@0,*F,Fluoro (-F),0.7856133010500344,1,1.0
O=C1CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)[C@@H]2CCCN2C(=O)CNC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)CNC(=O)[C@H](Cc2ccccc2)NC(=O)CSCCN1,Other/complex scaffold,R@13,*F,Fluoro (-F),0.7847112787494552,1,1.0
c1ccc(-c2cc3ccc4ccccc4c3[nH]2)cc1,Other/complex scaffold,R@2,*Cl,Chloro (-Cl),0.7843990607652813,2,1.0
c1ccc(Nc2ccnc(-c3cccs3)n2)cc1,Other/complex scaffold,R@5,*SC,Other/complex group,0.7780163943898515,1,1.0
O=C(Nc1cccc(Nc2ccc3c(c2)CCCCC3=O)c1)c1ccccc1,Other/complex scaffold,R@5,*F,Fluoro (-F),0.776500520175432,2,1.0
c1ccc(Nc2ccnc(Nc3ccc(-c4ccsc4)cn3)n2)cc1,Other/complex scaffold,R@11,*Br,Bromo (-Br),0.7756689341840683,1,1.0
O=C(Nc1ccccc1)c1ccccc1,Other/complex scaffold,R@6,*F,Fluoro (-F),0.7741992295086675,1,0.0
c1ccc(-c2ccccc2)cc1,Other/complex scaffold,R@9,*F,Fluoro (-F),0.7713056120718648,20,0.7
c1ccc2c(c1)[nH]c1cnccc12,Other/complex scaffold,R@2,*C(=O)OC,Carboxyl (-COOH),0.769993759055069,1,1.0
O=C(O[C@@H](Cc1cc[nH+]cc1)c1cccc(OCC2CC2)c1)c1cccc(OCC2CC2)c1,Other/complex scaffold,R@7,*CC(N)=O,Other/complex group,0.7692889910977101,1,1.0
O=c1ccc2ccccc2o1,Other/complex scaffold,R@6,*CC=O,Other/complex group,0.7692136110208594,2,0.5
c1ccc(N[C@@H]2CCNc3ccc(-c4ccccc4)cc32)cc1,Other/complex scaffold,R@15,*C(C)=O,Other/complex group,0.7690669541121679,10,0.9
c1ccccc1,Benzene core,R@2,*CC=C(C)CC(=O)C=C(C)C,Other/complex group,0.768958912510243,2,1.0
O=C(NC1CC1)c1ccc(=O)n(Cc2ccccc2)c1,Other/complex scaffold,R@4,*F,Fluoro (-F),0.7681016093192738,1,1.0
O=S(=O)(NCCNc1cc(-c2[nH]c(-c3ccccc3)nc2-c2ccccc2)ccn1)c1ccccc1,Other/complex scaffold,R@10,*F,Fluoro (-F),0.7681016074748186,2,1.0
O=C1N=C(c2ccccc2)S/C1=C\c1ccccc1,Other/complex scaffold,R@3,*F,Fluoro (-F),0.7681016073111095,1,1.0
c1ccc(-c2ccc(NC3CCCCC3)cc2)cc1,Other/complex scaffold,R@5,*Cl,Chloro (-Cl),0.7681015604102868,1,1.0
O=S(=O)(Nc1cccc2ccccc12)c1ccccc1,Other/complex scaffold,R@6,*Cl,Chloro (-Cl),0.7681015510679572,1,1.0
O=c1ccc2ccccc2o1,Other/complex scaffold,R@5,*Cl,Chloro (-Cl),0.7681015418711468,1,0.0
c1ccc(-c2csc3ncnc(Sc4nnn[nH]4)c23)cc1,Other/complex scaffold,R@5,*Cl,Chloro (-Cl),0.7681015345660853,1,1.0
O=C1CC(c2ccccc2)C=C2SCN(c3ccccc3)CN12,Other/complex scaffold,R@7,*Cl,Chloro (-Cl),0.7681015286616457,1,1.0
c1ccc(Cc2cc3ccc4ccccc4c3[nH]2)cc1,Other/complex scaffold,R@0,*Cl,Chloro (-Cl),0.7681015263551672,2,1.0
c1ccc(Oc2ccccc2)cc1,Other/complex scaffold,R@0,*Cl,Chloro (-Cl),0.768101525700331,1,1.0
O=C1CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)[C@@H]2CCCN2C(=O)CNC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)CNC(=O)[C@H](Cc2ccccc2)NC(=O)CSCCN1,Other/complex scaffold,R@17,*F,Fluoro (-F),0.7677094079826929,2,1.0
N=c1ccn(Cc2ccccc2)c2ccccc12,Other/complex scaffold,R@5,*Cl,Chloro (-Cl),0.7676784490260402,17,0.7058823529411765
c1ccccc1,Benzene core,R@3,*CCCCCCCCCC(O)CC(=O)CC,Other/complex group,0.7674031840069802,1,1.0
C(=C1Nc2ccccc2S1)c1ccncn1,Other/complex scaffold,R@4,*NN,Other/complex group,0.7648208252503537,1,1.0
O=c1c2ccccc2oc2ccccc12,Other/complex scaffold,R@8,*CC=CCCC(C)=CCCC(C)=CCCC(C)(O)CC,Other/complex group,0.7637458048193366,1,1.0
O=c1c2ccccc2oc2ccccc12,Other/complex scaffold,R@8,*CC(C)=CCCC(C)=CCCC(C)(O)CC,Other/complex group,0.7637457910823287,1,1.0
O=C(Cc1ccccc1)Nc1ccc(Oc2ccccc2)cc1,Other/complex scaffold,R@6,*CO,Other/complex group,0.7620838295370049,1,1.0
c1ccc(O[C@H]2CCCCO2)cc1,Other/complex scaffold,R@5,*OC(C)=O,Other/complex group,0.7602225151458697,1,1.0
c1ccc(-c2csc(Nc3ccncn3)n2)cc1,Other/complex scaffold,R@0,*F,Fluoro (-F),0.7600110623643559,2,0.0
O=C1c2ccccc2CCc2cc(Nc3ccccc3)ccc21,Other/complex scaffold,R@2,*F,Fluoro (-F),0.7592332443291525,1,1.0
O=c1cc(-c2ccccc2)oc2c1ccc1occc12,Other/complex scaffold,R@NONE,[H],No substituent,0.75747655070154,1,1.0
O=C(Nc1cccc(Nc2ccc3c(c2)CCCCC3=O)c1)c1ccccc1,Other/complex scaffold,R@NONE,[H],No substituent,0.75747655070154,1,1.0
c1ccc(Nc2ccnc(Nc3ccc(-c4ccsc4)cn3)n2)cc1,Other/complex scaffold,R@0,*F,Fluoro (-F),0.7571554906019932,3,1.0
O=C(COc1ccccc1)Cn1ccc2ccccc21,Other/complex scaffold,R@9,*Cl,Chloro (-Cl),0.7556369911435468,1,1.0
c1ccc(N[C@@H]2CCNc3ccc(-c4ccccc4)cc32)cc1,Other/complex scaffold,R@1,*CO,Other/complex group,0.7529271122863671,3,0.6666666666666666
O=C(Nc1ccccc1)c1ccccc1,Other/complex scaffold,R@8,*O,Hydroxyl (-OH),0.752075610907923,1,0.0
O=c1ccc2ccccc2o1,Other/complex scaffold,R@2,*OCC=C(C)CCC=C(C)C,Other/complex group,0.7508863291113812,1,1.0
O=C1CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)[C@@H]2CCCN2C(=O)CNC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)CNC(=O)[C@H](Cc2ccccc2)NC(=O)CSCCN1,Other/complex scaffold,R@19,*F,Fluoro (-F),0.7507075372159306,1,1.0
O=C1CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)[C@@H]2CCCN2C(=O)CNC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)CNC(=O)[C@H](Cc2ccccc2)NC(=O)CSCCN1,Other/complex scaffold,R@15,*F,Fluoro (-F),0.7507075372159306,1,1.0
c1ccc(Cc2cc3ccc4ccccc4c3[nH]2)cc1,Other/complex scaffold,R@6,*F,Fluoro (-F),0.7507074717705109,1,1.0
c1ccc(Nc2ccnc(-c3ccccc3)n2)cc1,Other/complex scaffold,R@11,*CO,Other/complex group,0.7506186058708408,1,1.0
c1ccc(-c2cc3ccccc3o2)cc1,Other/complex scaffold,R@4,*CO,Other/complex group,0.7493071839344339,2,1.0
O=C(Nc1ccc(N2CCNCC2)cc1)c1ccco1,Other/complex scaffold,R@12,*CC=O,Other/complex group,0.7479997575173911,1,1.0
O=C1c2ccccc2CCc2cc(Nc3ccccc3)ccc21,Other/complex scaffold,R@5,*OCC(O)CO,Other/complex group,0.7442533662870119,4,1.0
O=c1ccccn1Cc1ccccc1,Other/complex scaffold,R@1,*Cl,Chloro (-Cl),0.7421456976189802,1,1.0
O=C(Nc1ccc(N2CCNCC2)cc1)c1ccco1,Other/complex scaffold,R@12,*C,Methyl (-CH3),0.7419935402322153,1,1.0
O=C1N=C(c2ccccc2)S/C1=C\c1ccccc1,Other/complex scaffold,R@3,*Cl,Chloro (-Cl),0.7396278755586536,1,1.0
O=C(Nc1nncs1)c1ccnc(S(=O)(=O)Cc2ccccc2)n1,Other/complex scaffold,R@3,*F,Fluoro (-F),0.7386160990809003,2,1.0
c1ccccc1,Benzene core,R@2,*O,Hydroxyl (-OH),0.7370539529515554,24,0.875
c1ccc(-c2nc[nH]n2)cc1,Other/complex scaffold,R@0,*Cl,Chloro (-Cl),0.7363236591124102,3,1.0
C1CCC2CCCCC2C1,Other/complex scaffold,R@7,*CC(=CC)C(O)CO,Other/complex group,0.7357628058962291,1,1.0
O=S(=O)(NCCNc1cc(-c2[nH]c(-c3ccccc3)nc2-c2ccccc2)ccn1)c1ccccc1,Other/complex scaffold,R@4,*Br,Bromo (-Br),0.7350183775670303,2,1.0
c1ccc(-c2ccccc2-c2ccccc2)cc1,Other/complex scaffold,R@3,*C,Methyl (-CH3),0.7334640775352455,4,1.0
c1ccc(-c2csc3ncnc(Sc4nnn[nH]4)c23)cc1,Other/complex scaffold,R@0,*Br,Bromo (-Br),0.7326315342143062,1,1.0
N=c1ccn(Cc2ccccc2)c2ccccc12,Other/complex scaffold,R@10,*F,Fluoro (-F),0.7317866287849029,1,1.0
c1ccc(N[C@@H]2CCNc3ccc(-c4ccccc4)cc32)cc1,Other/complex scaffold,R@5,*C(=O)O,Carboxyl (-COOH),0.7310113337516668,1,1.0
N=c1ccn(Cc2ccccc2)c2ccccc12,Other/complex scaffold,R@1,*Cl,Chloro (-Cl),0.7309628396451444,6,1.0
O=S(=O)(NCCCNc1cc(-c2[nH]c(-c3ccccc3)nc2-c2ccccc2)ccn1)c1ccccc1,Other/complex scaffold,R@4,*Br,Bromo (-Br),0.7305996946397499,2,1.0
c1ccc(Nc2ccnc(-c3ccccc3)n2)cc1,Other/complex scaffold,R@11,*C=CC,Other/complex group,0.7283625836567403,9,0.8888888888888888
O=C1CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)[C@@H]2CCCN2C(=O)CNC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)CNC(=O)[C@H](Cc2ccccc2)NC(=O)CSCCN1,Other/complex scaffold,R@12,*CO,Other/complex group,0.7242314662398712,1,1.0
O=C(Nc1ccccc1)C1CCN(S(=O)(=O)c2ccccc2)CC1,Other/complex scaffold,R@3,*Cl,Chloro (-Cl),0.7232716050111776,4,0.75
O=C(Nc1ccccc1)c1cccc(-c2ccc3ncncc3c2)c1,Other/complex scaffold,R@2,*C(F)(F)F,Trifluoromethyl (-CF3),0.7231870852629072,1,1.0
O=S(=O)(NCCCNc1cc(-c2[nH]c(-c3ccccc3)nc2-c2ccccc2)ccn1)c1ccccc1,Other/complex scaffold,R@8,*CO,Other/complex group,0.7231005595651823,8,1.0
c1ccc(Nc2ccnc(Nc3ccc(-c4ccsc4)cn3)n2)cc1,Other/complex scaffold,R@11,*CO,Other/complex group,0.7228027751589252,1,1.0
O=c1[nH]c(-c2ccccc2)nc2ccccc12,Other/complex scaffold,R@3,*Cl,Chloro (-Cl),0.7190016041495255,2,1.0
O=C(NCc1ccccc1)c1ccccc1,Other/complex scaffold,R@4,*Br,Bromo (-Br),0.7186300247522013,1,0.0
c1ccc(-c2csc(Nc3ccncn3)n2)cc1,Other/complex scaffold,R@0,*Cl,Chloro (-Cl),0.7160802274353045,5,0.8
O=c1ccc2ccccc2o1,Other/complex scaffold,R@6,*C=C(C)C=C,Other/complex group,0.7142686911092824,2,1.0
O=C1C=C(Nc2ccccc2)c2ccccc2C1=O,Other/complex scaffold,R@3,*F,Fluoro (-F),0.7130036373691837,1,1.0
O=C(Nc1ccccc1)N1CCCCC1,Other/complex scaffold,R@3,*Cl,Chloro (-Cl),0.713003575341645,1,0.0
O=C(NNC(=S)NC(=O)c1ccccc1)c1ccccc1,Other/complex scaffold,R@3,*Cl,Chloro (-Cl),0.713003575341645,1,1.0
O=C1CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)[C@@H]2CCCN2C(=O)CNC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)CNC(=O)[C@H](Cc2ccccc2)NC(=O)CSCCN1,Other/complex scaffold,R@19,*CO,Other/complex group,0.7129486314170208,1,1.0
c1ccc2c(c1)[nH]c1cnccc12,Other/complex scaffold,R@2,*C(=O)O,Carboxyl (-COOH),0.7127445795413223,1,1.0
O=S(=O)(Nc1cccc2ccccc12)c1ccccc1,Other/complex scaffold,R@8,*C,Methyl (-CH3),0.7125298986211419,1,0.0
O=c1ccc2ccccc2o1,Other/complex scaffold,R@1,*Br,Bromo (-Br),0.7121321578888455,1,0.0
O=C(/C=C/c1ccccc1)c1ccccc1,Other/complex scaffold,R@3,*OCC(=O)N(C)C,Other/complex group,0.7115564286286826,1,1.0
O=C(Cc1ccccc1)Nc1ccc(Oc2ccccc2)cc1,Other/complex scaffold,R@8,*C,Methyl (-CH3),0.7105403614259558,1,1.0
c1ccc2c(c1)[nH]c1cnccc12,Other/complex scaffold,R@2,*C(N)=O,Other/complex group,0.7100949022315035,1,1.0
O=C(Nc1ccccc1)c1ccccc1,Other/complex scaffold,R@5,*I,Other/complex group,0.7096704150098958,1,1.0
O=S(=O)(Nc1cccc2ccccc12)c1ccccc1,Other/complex scaffold,R@14,*C(C)=O,Other/complex group,0.7065536005120521,4,1.0
c1ccc(-n2ccc3ccccc32)cc1,Other/complex scaffold,R@3,*OC(C)=O,Other/complex group,0.7063858702143383,3,1.0
N=c1ccn(Cc2ccccc2)c2ccccc12,Other/complex scaffold,R@3,*Cl,Chloro (-Cl),0.7061569734160003,2,0.5
O=C(O[C@@H](Cc1cc[nH+]cc1)c1cccc(OCC2CC2)c1)c1cccc(OCC2CC2)c1,Other/complex scaffold,R@1,*CS(N)(=O)=O,Other/complex group,0.7058531587608741,1,1.0
c1ccc2ccccc2c1,Other/complex scaffold,R@4,*O,Hydroxyl (-OH),0.7054911309896852,2,1.0
O=c1cc(-c2ccccc2)oc2c1ccc1occc12,Other/complex scaffold,R@9,*CO,Other/complex group,0.7051107015504385,1,1.0
O=S(=O)(NCCNc1cc(-c2[nH]c(-c3ccccc3)nc2-c2ccccc2)ccn1)c1ccccc1,Other/complex scaffold,R@4,*CO,Other/complex group,0.7038402591178965,2,1.0
c1ccc(-c2ccccc2)cc1,Other/complex scaffold,R@9,*Cl,Chloro (-Cl),0.702845271469414,1,1.0
O=C(NNC(=S)NC(=O)c1ccccc1)c1ccccc1,Other/complex scaffold,R@3,*CO,Other/complex group,0.7012508870884631,3,1.0
O=C(Nc1ccccc1)N1CCCCC1,Other/complex scaffold,R@8,*CO,Other/complex group,0.6982847378840233,1,1.0
O=S(=O)(NCCNc1cc(-c2[nH]c(-c3ccccc3)nc2-c2ccccc2)ccn1)c1ccccc1,Other/complex scaffold,R@8,*CO,Other/complex group,0.6960564234150297,8,1.0
O=C1c2ccccc2CCc2cc(Nc3ccccc3)ccc21,Other/complex scaffold,R@4,*OCC(O)CO,Other/complex group,0.6952378731317973,3,1.0
O=C(NCCC(c1ccccc1)c1ccccc1)c1ccccc1,Other/complex scaffold,R@2,*F,Fluoro (-F),0.6939482201065402,5,1.0
O=C(NCc1ccccc1)N1CCCCC1,Other/complex scaffold,R@3,*Cl,Chloro (-Cl),0.6934666218839993,1,1.0
c1ccc2c(c1)[nH]c1cnccc12,Other/complex scaffold,R@4,*CC=C(C)C(=O)OCC,Carboxyl (-COOH),0.6934306791845302,1,1.0
O=c1c2ccccc2oc2ccccc12,Other/complex scaffold,R@3,*CC=C(C)CO,Other/complex group,0.6923559725164523,1,1.0
O=C(Nc1ccnn1-c1ccccc1)N[C@H]1CC[C@@H](Oc2ccc3nnc(N4CCCCC4)n3c2)c2ccccc21,Other/complex scaffold,R@20,*C,Methyl (-CH3),0.6892917146833497,1,1.0
c1ccc2c(c1)[nH]c1cnccc12,Other/complex scaffold,R@2,*COC=O,Other/complex group,0.6796905163528209,2,1.0
c1ccc(-c2ccc(NC3CCCCC3)cc2)cc1,Other/complex scaffold,R@0,*Cl,Chloro (-Cl),0.678769518000081,2,1.0
O=C1c2ccccc2CCc2cc(Nc3ccccc3)ccc21,Other/complex scaffold,R@9,*OCC(O)CO,Other/complex group,0.6783234167724004,2,1.0
c1ccc(-c2ccccc2)cc1,Other/complex scaffold,R@2,*CC=O,Other/complex group,0.6768267799998284,1,1.0
O=c1[nH]c(-c2ccccc2)nc2ccccc12,Other/complex scaffold,R@5,*Br,Bromo (-Br),0.6758802187027868,4,1.0
O=C(Nc1ccccc1)N1CCCCC1,Other/complex scaffold,R@6,*CO,Other/complex group,0.6756586362316739,1,1.0
O=C(Nc1cccc(Nc2ccc3c(c2)CCCCC3=O)c1)c1ccccc1,Other/complex scaffold,R@11,*CO,Other/complex group,0.6756586345763935,1,1.0
O=C(Nc1cccc(Nc2ccc3c(c2)CCc2ccccc2C3=O)c1)c1ccccc1,Other/complex scaffold,R@5,*CO,Other/complex group,0.6756586214833078,1,1.0
O=C(Nc1ccnn1-c1ccccc1)N[C@H]1CC[C@@H](Oc2ccc3nnc(N4CCCCC4)n3c2)c2ccccc21,Other/complex scaffold,R@3,*CO,Other/complex group,0.6756586095943931,1,1.0
O=c1ccc2ccccc2o1,Other/complex scaffold,R@6,*CC=C(C)C,Other/complex group,0.6748207670813523,3,1.0
O=C(Nc1ccccc1)C1CCN(S(=O)(=O)c2ccccc2)CC1,Other/complex scaffold,R@12,*C,Methyl (-CH3),0.6746204662108952,22,0.9545454545454546
O=c1cc(-c2ccccc2)oc2c1ccc1occc12,Other/complex scaffold,R@7,*CO,Other/complex group,0.6740449542170003,3,1.0
O=C(Cc1ccccc1)Nc1ccc(Oc2ccccc2)cc1,Other/complex scaffold,R@15,*C,Methyl (-CH3),0.6737390572689037,2,1.0
c1ccc(-c2nc[nH]n2)cc1,Other/complex scaffold,R@0,*CO,Other/complex group,0.6732381127685585,2,0.5
O=C1CC(c2ccccc2)C=C2SCN(c3ccccc3)CN12,Other/complex scaffold,R@5,*CO,Other/complex group,0.6732381062656714,2,1.0
c1ccc(-c2csc3ncnc(Sc4nnn[nH]4)c23)cc1,Other/complex scaffold,R@0,*[N+](=O)[O-],Other/complex group,0.6730468793030013,1,1.0
c1ccccc1,Benzene core,R@3,*CCCCCCCCCCC,Other/complex group,0.6726947804527299,2,1.0
O=C(NNC(=S)NC(=O)c1ccccc1)c1ccccc1,Other/complex scaffold,R@4,*CO,Other/complex group,0.6725535887544538,4,0.75
C1=C2C(CCC3CCCC[C@@H]23)C2CC[C@H]3CCCCC3[C@H]2C1,Other/complex scaffold,R@18,*CO,Other/complex group,0.6708175952389865,1,1.0
O=C(NNC(=S)NC(=O)c1ccccc1)c1ccccc1,Other/complex scaffold,R@5,*CO,Other/complex group,0.670817591048035,1,1.0
c1ccc(-c2cc3ccccc3o2)cc1,Other/complex scaffold,R@1,*CO,Other/complex group,0.6696841184602818,1,1.0
O=C(NNC(=S)NC(=O)c1ccccc1)c1ccccc1,Other/complex scaffold,R@8,*C,Methyl (-CH3),0.66836967508425,1,1.0
O=C(NNC(=S)NC(=O)c1ccccc1)c1ccccc1,Other/complex scaffold,R@6,*OC,Other/complex group,0.6679102622365463,1,1.0
c1ccc(O[C@H]2CCCCO2)cc1,Other/complex scaffold,R@0,*COC(=S)NC,Other/complex group,0.665130246591616,2,1.0
c1ccc(-c2ccccc2)cc1,Other/complex scaffold,R@5,*CC=C,Other/complex group,0.6645550797196241,3,1.0
O=C(NCc1ccccc1)c1ccccc1,Other/complex scaffold,R@8,*Cl,Chloro (-Cl),0.6623171814062516,1,1.0
O=c1c2ccccc2oc2ccccc12,Other/complex scaffold,R@5,*C=CC(C)C,Other/complex group,0.6611095090247545,1,1.0
c1ccc(-c2nc[nH]n2)cc1,Other/complex scaffold,R@8,*C(C)=O,Other/complex group,0.6597365944580815,1,0.0
O=C1CC(c2ccccc2)C=C2SCN(c3ccccc3)CN12,Other/complex scaffold,R@9,*F,Fluoro (-F),0.6591840100081754,1,1.0
O=C(Nc1ccccc1)C1CCN(S(=O)(=O)c2ccccc2)CC1,Other/complex scaffold,R@3,*F,Fluoro (-F),0.6568778756227402,2,1.0
O=C(NNC(=S)NC(=O)c1ccccc1)c1ccccc1,Other/complex scaffold,R@7,*OC,Other/complex group,0.6557431530891336,1,1.0
O=S(=O)(NCCNc1cc(-c2[nH]c(-c3ccccc3)nc2-c2ccccc2)ccn1)c1ccccc1,Other/complex scaffold,R@8,*OC,Other/complex group,0.655084078789514,1,1.0
c1ccc(N[C@@H]2CCNc3ccc(-c4ccccc4)cc32)cc1,Other/complex scaffold,R@1,*C(=O)O,Carboxyl (-COOH),0.6545895249776853,6,1.0
O=c1[nH]c(-c2ccccc2)nc2ccccc12,Other/complex scaffold,R@1,*[N+](=O)[O-],Other/complex group,0.6533136967506531,3,1.0
